Ticker,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,GICS Sector
MCD,DJIA S&P500,33.90,6.31,0.12%,743.80M,0.76%,157.07B,26.35,8.11,0.03%,743.68M,7.30%,4.77B,8.74,1.79,68.70%,0.81%,8.44%,19.26B,8.16,4.00%,-0.91%,1.86,7.51%,-12.72,-,39.57%,9.80%,215.20,-2.59%,4.43,48.24,3.88%,-53.70%,124.23 - 220.84,8.19%,5.00,-,10.50%,27.40%,-3.19%,0.67,2.34%,0.90,-5.10%,51.00%,72.10%,3.39,205000,0.90,-30.50%,38.20%,66.71,1.96% 1.49%,Yes,-,-67.20%,24.80%,0.95,216.23,Yes,-,Jul 28 BMO,77.20%,3.26M,213.8,2.00,1.93%,7.85%,10.70%,"3,096,404",-1.12%,Consumer Discretionary
AMGN,DJIA S&P500,20.25,12.24,0.20%,588.00M,-1.94%,145.02B,14.72,16.85,-0.48%,584.66M,2.67%,7.30B,2.95,3.80,78.10%,0.75%,9.86%,24.30B,5.97,2.00%,-0.89%,1.66,17.69%,18.13,13.67,6.85%,11.90%,262.76,19.39%,19.52,12.70,6.87%,71.70%,177.05 - 264.97,2.84%,6.40,21.99,14.00%,21.20%,-6.44%,0.86,2.58%,1.80,3.10%,78.20%,40.02%,6.31,23400,2.20,5.70%,37.90%,50.91,2.98% 2.24%,Yes,3.21,-14.70%,30.00%,1.19,258.12,Yes,3.20,Jul 28 AMC,49.50%,2.64M,247.91,2.20,1.59%,0.36%,7.39%,"3,136,006",-3.96%,Healthcare
COST,S&P 500,41.17,8.46,0.10%,442.32M,0.56%,152.90B,37.20,9.36,-9.81%,440.54M,2.45%,3.75B,5.76,2.77,70.90%,0.67%,11.62%,160.88B,0.95,11.90%,-0.57%,1.3,11.87%,37.99,9.17,9.52%,7.50%,340.58,17.28%,26.82,12.99,7.15%,23.00%,271.28 - 359.92,18.50%,2.80,54.63,11.40%,15.80%,-3.23%,0.69,0.80%,0.60,6.30%,13.10%,28.39%,5.91,149000,1.10,7.30%,3.10%,60.1,2.36% 1.54%,Yes,0.58,0.40%,2.30%,1.58,358.86,Yes,0.49,Sep 24 AMC,30.90%,2.28M,348.3,2.30,1.57%,5.75%,12.64%,"3,615,169",-2.94%,Consumer Staples
ACN,S&P 500,31.13,7.68,0.10%,636.15M,-0.78%,157.23B,29.50,8.10,-6.37%,635.17M,4.49%,4.95B,4.16,1.73,73.80%,0.83%,14.62%,44.55B,3.53,11.30%,0.04%,2.75,33.70%,25.17,9.49,6.05%,15.10%,229.75,19.80%,9.80,24.39,7.48%,32.40%,137.15 - 247.82,13.49%,3.20,31.47,10.30%,33.90%,-3.57%,1.02,1.34%,1.40,6.30%,31.40%,74.24%,3.94,492000,1.40,-1.00%,14.70%,57.67,2.20% 1.48%,Yes,0.00,-1.20%,11.10%,1.23,247.18,Yes,0.00,Sep 24 BMO,49.60%,1.91M,238.98,2.10,1.35%,5.66%,18.85%,"2,348,536",-3.32%,Information Technology
NEE,S&P 500,38.27,7.33,0.10%,489.70M,0.61%,137.06B,28.42,9.87,-32.36%,488.49M,-1.12%,3.59B,4.69,2.60,80.50%,0.94%,10.30%,18.98B,7.22,-38.90%,-0.94%,2.51,3.23%,75.71,3.71,8.21%,3.00%,284.53,27.65%,2.07,135.84,8.17%,9.70%,174.80 - 289.70,15.87%,5.60,22.08,7.20%,6.30%,-3.14%,0.21,2.00%,0.50,2.40%,-,60.52%,5.79,8900,0.60,-15.40%,29.70%,53.28,2.92% 1.88%,Yes,1.26,-0.30%,18.70%,1.07,288.26,Yes,1.15,Jul 24 BMO,72.80%,1.83M,280.59,2.20,-0.51%,3.54%,11.96%,"1,961,331",-2.66%,Utilities
BMY,S&P 500,-,-0.1,0.10%,2.26B,-3.94%,135.65B,8.11,7.40,-11.92%,2.25B,0.60%,-563.00M,-,1.49,75.80%,0.64%,-2.09%,34.86B,3.89,-33.90%,-2.26%,1.22,-0.43%,21.69,2.77,18.12%,-0.50%,73.25,23.79%,9.59,6.26,18.40%,-1.30%,45.76 - 68.34,-6.45%,1.80,15.73,10.90%,5.50%,-12.13%,0.68,3.00%,1.40,10.50%,69.90%,31.23%,1.21,30000,1.50,61.50%,15.00%,39.98,2.32% 1.81%,Yes,0.95,-104.30%,-1.60%,1.37,61.6,Yes,0.85,Aug 06 BMO,-,11.85M,60.05,1.90,-3.81%,-0.47%,-0.76%,"16,229,801",-2.52%,Healthcare
DHR,S&P 500,51.74,3.88,0.50%,705.10M,-1.70%,141.66B,31.29,6.42,-11.35%,629.30M,-2.25%,2.80B,3.97,1.36,81.60%,0.90%,15.98%,17.52B,8.09,-2.20%,2.04%,2.54,35.36%,46.79,4.29,16.88%,5.10%,219.00,40.55%,7.86,25.57,13.02%,11.10%,119.60 - 210.57,30.90%,0.72,44.58,7.60%,4.70%,-4.59%,0.92,0.36%,1.70,6.80%,55.30%,67.98%,4.29,60000,2.20,19.20%,20.90%,46.33,2.27% 1.99%,Yes,0.68,38.40%,19.30%,1.06,209.97,Yes,0.68,Jul 23 BMO,14.50%,2.24M,200.91,1.70,-2.47%,2.52%,21.73%,"2,366,734",-4.31%,Healthcare
LLY,S&P 500,24.24,6.15,11.70%,907.20M,0.03%,144.11B,18.64,7.99,-2.17%,793.74M,-3.45%,5.62B,1.84,1.73,80.40%,0.53%,-0.13%,22.95B,6.28,54.10%,0.91%,1.32,5.34%,4.51,33.04,10.89%,14.00%,165.07,30.03%,2.47,60.35,13.18%,170.70%,101.36 - 170.75,13.38%,2.96,53.34,17.40%,24.60%,-12.73%,0.19,1.99%,0.90,2.60%,78.70%,47.02%,3.11,33625,1.20,-2.40%,24.70%,38.97,2.16% 1.74%,Yes,3.99,8.00%,24.50%,1.32,149.55,Yes,3.68,Jul 30 BMO,44.80%,3.21M,149.02,2.40,-0.99%,-5.33%,3.06%,"4,218,052",-0.35%,Healthcare
MDT,S&P 500,30.35,3.5,0.10%,1.34B,-0.66%,141.27B,18.43,5.76,-0.15%,1.34B,9.41%,4.73B,3.24,0.85,83.80%,0.51%,4.03%,28.91B,4.89,2.30%,-1.06%,1.3,7.16%,37.84,2.81,42.30%,5.20%,115.74,-1.46%,8.23,12.90,9.38%,9.40%,72.13 - 122.15,-6.43%,2.32,45.18,7.70%,6.70%,-13.10%,0.69,2.19%,1.70,7.40%,67.90%,47.16%,2.28,90000,2.10,-26.40%,15.10%,63.27,2.07% 1.96%,Yes,0.49,-47.40%,16.60%,0.95,108.78,Yes,0.43,Aug 25 BMO,60.50%,5.32M,106.15,2.00,3.54%,8.78%,3.87%,"5,024,837",-2.42%,Healthcare
LIN,S&P 500,59.50,4.21,0.10%,525.51M,-0.19%,130.21B,28.37,8.83,0.76%,524.41M,0.88%,2.26B,5.49,1.95,83.30%,0.69%,13.18%,27.20B,4.79,-70.80%,-2.41%,1.86,32.37%,86.65,2.89,14.03%,2.70%,264.80,33.86%,9.50,26.35,10.83%,4.80%,146.71 - 260.49,17.64%,3.85,79.44,-6.90%,3.40%,-3.85%,0.75,1.54%,0.70,18.10%,42.20%,70.71%,5.11,76662,0.80,-11.50%,11.00%,55.06,2.61% 1.59%,Yes,0.38,-7.80%,8.40%,1.69,260.23,Yes,0.24,Jul 30 BMO,86.20%,1.95M,250.45,2.00,0.54%,4.89%,20.63%,"3,290,412",-3.76%,Materials
NKE,DJIA S&P500,71.47,1.58,1.10%,1.56B,1.81%,173.76B,34.11,3.31,-2.31%,1.24B,11.80%,2.54B,3.02,0.41,84.10%,0.82%,9.87%,37.40B,4.65,-35.90%,0.06%,1.6,27.72%,5.18,21.79,41.07%,9.20%,112.79,27.63%,5.71,19.77,23.64%,28.50%,60.00 - 117.41,11.39%,0.98,-,-2.90%,13.30%,-3.88%,0.83,0.87%,1.60,4.10%,43.40%,88.08%,2.24,75400,2.50,-38.00%,7.20%,63.67,2.56% 2.00%,Yes,1.20,-182.50%,6.80%,1.15,116.8,Yes,1.17,Sep 22 AMC,57.20%,6.32M,112.85,2.00,3.95%,10.56%,18.16%,"7,240,310",-3.38%,Consumer Discretionary
AVGO,S&P 500,63.01,5.59,0.20%,401.00M,3.82%,139.27B,14.69,23.96,-54.57%,392.00M,6.84%,2.33B,4.83,5.23,84.50%,0.92%,11.04%,22.89B,6.08,-44.30%,0.59%,1.73,30.67%,59.71,5.90,12.14%,3.10%,348.78,20.98%,23.28,15.13,13.05%,9.80%,155.67 - 378.96,11.41%,13.00,27.28,41.00%,6.80%,-7.09%,0.94,3.69%,2.00,39.60%,55.30%,126.18%,8.96,19000,2.20,4.10%,14.80%,60.18,3.59% 2.22%,Yes,1.92,-28.00%,10.20%,1.95,375.01,Yes,1.88,Sep 03 AMC,201.20%,2.09M,352.09,2.00,4.79%,9.00%,18.93%,"4,075,217",-6.11%,Information Technology
PM,S&P 500,17.00,4.67,0.10%,1.56B,-0.85%,122.39B,14.20,5.59,-5.71%,1.55B,3.07%,7.27B,3.22,1.30,75.50%,0.54%,4.49%,29.16B,4.20,-9.60%,-0.75%,1.86,-9.11%,-7.7,-,10.22%,18.10%,86.87,10.24%,2.72,29.14,5.27%,-61.20%,56.01 - 90.17,-6.78%,4.68,234.92,-0.70%,42.30%,-12.03%,0.79,5.90%,0.60,0.00%,65.80%,41.62%,1.45,73500,1.10,-13.60%,37.10%,56.23,2.01% 1.72%,Yes,-,-16.20%,24.90%,0.89,79.98,Yes,-,Jul 21 BMO,99.60%,4.54M,79.32,2.00,0.50%,4.40%,1.23%,"4,021,415",-0.83%,Consumer Staples
QCOM,S&P 500,49.23,2.37,0.12%,1.13B,0.35%,128.94B,18.25,6.38,-16.73%,1.13B,4.52%,2.74B,1.84,1.16,77.80%,1.46%,31.49%,20.00B,6.45,216.30%,0.58%,1.7,50.29%,2.93,39.74,62.74%,8.40%,119.26,47.40%,9.57,12.16,26.81%,69.60%,58.00 - 123.93,31.96%,2.60,121.07,-4.00%,21.30%,-6.05%,1.37,2.23%,1.70,-5.90%,57.00%,100.74%,3.65,37000,2.00,-0.90%,15.60%,58.37,2.77% 2.90%,Yes,4.82,-57.50%,13.70%,1.4,123.18,Yes,4.67,Jul 29 AMC,106.20%,9.65M,116.43,2.20,2.01%,13.85%,33.89%,"13,529,575",-5.48%,Information Technology
UNP,S&P 500,23.67,8.05,0.14%,677.70M,-2.00%,128.90B,20.83,9.15,-0.04%,677.42M,7.37%,5.56B,3.47,1.95,81.60%,0.76%,3.09%,20.20B,6.38,6.00%,-0.77%,1.68,22.08%,24.28,7.85,17.37%,8.90%,189.50,14.70%,4.09,46.60,6.83%,32.40%,105.08 - 197.56,5.40%,3.88,43.84,7.80%,15.50%,-3.55%,1.03,2.04%,0.80,-2.00%,81.40%,81.34%,3.81,31965,1.00,-24.20%,40.20%,54.66,2.46% 1.82%,Yes,1.73,-24.80%,27.50%,1.35,196.28,Yes,1.61,Jul 23 BMO,48.10%,3.07M,190.55,2.10,-0.39%,5.93%,12.75%,"4,160,494",-2.92%,Industrials
TXN,S&P 500,26.57,5.33,0.24%,916.00M,0.13%,127.95B,25.98,5.45,-12.23%,913.69M,6.76%,5.02B,2.66,1.26,86.00%,1.84%,7.78%,13.69B,9.35,-5.60%,-1.19%,3.69,25.19%,8.34,16.99,5.47%,28.40%,139.68,11.72%,5.49,25.80,10.00%,60.40%,93.09 - 148.37,10.43%,3.60,51.43,15.30%,34.10%,-4.52%,1.13,2.54%,2.90,2.00%,63.60%,52.19%,2.77,29768,3.90,-11.70%,38.80%,56.5,2.36% 1.76%,Yes,0.89,8.80%,36.70%,1.28,147.64,Yes,0.82,Jul 21 AMC,64.10%,4.56M,141.67,2.60,1.49%,6.01%,15.48%,"5,853,601",-4.04%,Information Technology
AMT,S&P 500,58.53,4.31,0.30%,443.44M,1.75%,111.19B,51.28,4.92,-2.30%,442.24M,-1.16%,1.92B,3.97,1.07,94.10%,0.58%,-4.75%,7.78B,14.29,53.00%,-0.20%,1.54,2.44%,8.16,30.92,19.62%,4.70%,284.59,7.03%,-,-,14.75%,43.80%,174.32 - 272.20,9.79%,4.14,110.52,16.20%,9.20%,-7.30%,0.38,1.64%,0.50,13.10%,71.70%,44.75%,5.62,5454,0.50,1.20%,35.80%,49.41,2.25% 2.03%,Yes,6.96,3.80%,24.70%,1.13,256.5,Yes,6.04,Jul 30 BMO,116.60%,1.66M,252.32,2.00,0.91%,-1.44%,5.01%,"1,874,294",-1.63%,Real Estate
ORCL,S&P 500,18.47,3.09,37.20%,3.09B,-0.14%,173.10B,12.91,4.42,-1.11%,1.92B,2.88%,10.14B,2.04,0.86,50.10%,1.76%,5.78%,39.07B,4.43,7.40%,-2.47%,2.63,20.54%,3.91,14.60,9.35%,9.70%,55.11,6.05%,14.20,4.02,9.04%,67.20%,39.71 - 59.32,7.78%,0.96,20.35,6.90%,14.30%,-3.74%,0.82,1.68%,3.00,0.40%,79.70%,43.79%,1.15,135000,3.00,-6.30%,35.60%,54.07,2.29% 1.89%,Yes,5.93,-8.00%,25.90%,1.19,59.03,Yes,5.73,Jun 16 AMC,30.30%,12.88M,57.1,2.70,2.28%,2.31%,6.72%,"15,371,557",-3.27%,Information Technology
LOW,S&P 500,21.46,7.53,0.17%,755.74M,-2.88%,122.66B,18.93,8.53,-3.82%,754.11M,7.49%,5.70B,0.98,1.88,77.10%,0.93%,23.33%,80.39B,1.53,92.90%,-0.24%,1.7,53.38%,5.79,27.90,-0.04%,12.90%,181.50,41.42%,16.76,9.64,21.80%,217.20%,60.00 - 171.32,34.87%,2.40,13.46,15.20%,23.40%,-5.72%,1.50,1.49%,0.60,5.10%,32.90%,169.20%,3.86,200000,1.30,30.10%,10.50%,55.42,2.87% 2.23%,Yes,5.01,74.90%,7.10%,1.39,170.49,Yes,4.64,Aug 19 BMO,29.20%,4.13M,161.52,1.90,0.65%,8.37%,32.96%,"5,725,090",-5.26%,Consumer Discretionary
IBM,DJIA S&P500,13.87,8.97,0.10%,889.44M,-0.16%,110.46B,10.19,12.22,-0.78%,889.19M,-0.80%,8.02B,5.40,2.58,58.90%,2.43%,-5.76%,75.50B,1.46,-8.60%,0.04%,4.48,-2.57%,23.11,5.39,10.23%,5.20%,135.19,-11.72%,15.89,7.83,2.57%,39.70%,90.56 - 158.75,-7.15%,6.52,15.83,-7.20%,11.40%,-21.61%,1.18,5.24%,1.00,-3.60%,47.80%,37.42%,2.44,352600,1.00,-5.40%,9.30%,51.42,2.68% 1.72%,Yes,3.15,-46.10%,10.40%,1.18,128.18,Yes,2.70,Jul 20 AMC,73.10%,4.82M,124.45,2.60,-0.46%,0.93%,-2.20%,"5,672,843",-2.91%,Information Technology
HON,DJIA S&P500,21.49,7.74,0.10%,702.30M,0.19%,115.05B,21.24,7.83,0.00%,700.67M,10.26%,5.57B,8.81,1.50,78.10%,0.69%,3.06%,34.52B,3.33,-4.40%,0.18%,1.38,1.38%,25.84,6.44,13.63%,9.80%,157.85,-2.39%,21.87,7.61,2.44%,32.30%,101.08 - 184.06,-6.05%,3.60,37.27,8.50%,17.20%,-9.65%,1.05,2.16%,1.40,-1.90%,32.90%,64.52%,3.95,113000,1.60,-19.10%,20.00%,60.26,3.09% 2.15%,Yes,1.22,-27.40%,16.90%,1.0,172.47,Yes,0.97,Jul 24 BMO,42.80%,3.54M,166.3,1.90,3.20%,8.54%,6.42%,"3,520,614",-3.58%,Industrials
C,S&P 500,8.89,5.8,0.25%,2.08B,-0.43%,106.07B,8.52,6.05,0.00%,2.08B,0.90%,12.58B,-,0.82,79.00%,0.82%,-12.50%,69.45B,1.53,20.90%,-2.15%,0.72,-15.96%,83.41,0.62,82.90%,0.60%,69.21,-22.37%,464.21,0.11,-3.27%,7.20%,32.00 - 83.11,-35.54%,2.04,-,29.50%,8.30%,-38.03%,1.76,3.96%,-,4.40%,-,60.94%,1.39,204000,-,-62.40%,47.20%,50.9,2.63% 2.58%,Yes,1.51,-87.10%,18.10%,1.05,51.95,Yes,1.51,Jul 14 BMO,35.10%,23.61M,51.5,2.00,-0.15%,0.47%,-12.35%,"24,885,472",-0.87%,Financial
UPS,S&P 500,31.40,5.03,-,866.00M,-1.37%,134.62B,19.86,7.96,-,707.01M,8.92%,4.38B,5.33,1.81,70.30%,2.00%,48.17%,77.38B,1.74,-7.20%,1.73%,3.19,68.11%,5.04,31.35,13.25%,7.50%,145.91,30.38%,10.82,14.61,5.90%,106.20%,82.00 - 166.20,34.99%,4.04,88.74,9.30%,23.10%,-4.92%,0.99,2.56%,1.20,4.90%,79.10%,92.71%,4.33,495000,1.20,13.40%,9.80%,59.56,2.54% 2.42%,Yes,6.18,4.90%,5.70%,1.07,165.78,Yes,5.32,Jul 30 BMO,77.90%,4.43M,158.02,2.50,-0.86%,16.22%,40.34%,"4,744,927",-4.68%,Industrials
AMD,S&P 500,164.10,0.5,0.60%,1.17B,-1.50%,94.92B,50.27,1.64,-17.06%,1.17B,-3.25%,596.00M,4.47,0.35,73.30%,3.84%,55.44%,7.65B,12.41,-11.00%,-4.40%,0.73,69.87%,2.82,29.27,49.95%,10.30%,76.15,162.03%,1.54,53.48,36.72%,21.50%,27.43 - 94.28,79.98%,-,155.36,20.70%,12.40%,-12.45%,2.24,-,1.60,4.10%,44.40%,200.91%,4.19,11400,2.10,26.20%,9.40%,52.9,5.67% 4.38%,Yes,0.21,305.40%,8.00%,1.41,90.22,Yes,0.15,Jul 28 AMC,0.00%,61.32M,82.54,2.40,-2.10%,17.36%,52.39%,"86,557,762",-8.51%,Information Technology
FIS,S&P 500,1640.22,0.09,0.10%,618.00M,-0.20%,92.72B,22.48,6.71,-28.66%,615.42M,3.00%,30.00M,130.83,1.42,92.60%,1.24%,5.47%,12.20B,7.60,-74.10%,0.00%,2.17,7.86%,79.36,1.90,21.74%,0.00%,166.19,8.52%,6.31,23.90,12.54%,0.10%,91.68 - 158.21,8.49%,1.40,44.43,-22.70%,1.20%,-4.62%,0.74,0.93%,0.70,10.00%,34.80%,64.59%,3.21,55000,0.70,40.20%,3.40%,59.3,2.28% 1.99%,Yes,0.41,-93.50%,0.20%,0.71,155.76,Yes,0.30,Aug 04 BMO,-,3.52M,150.9,1.80,3.07%,5.94%,9.88%,"2,508,407",-3.12%,Information Technology
LMT,S&P 500,16.93,22.82,0.07%,279.80M,-2.21%,107.83B,14.49,26.65,0.00%,279.33M,0.73%,6.45B,1.86,6.09,78.20%,0.82%,-5.95%,62.92B,1.71,25.80%,-1.15%,1.7,1.00%,13.41,28.81,10.28%,13.20%,434.26,0.30%,10.23,37.77,9.11%,181.40%,266.11 - 442.53,-0.79%,9.60,25.50,16.80%,47.70%,-12.71%,0.94,2.49%,1.10,8.40%,13.50%,45.16%,7.68,110000,1.30,12.40%,13.40%,50.9,2.51% 1.78%,Yes,3.38,15.80%,10.20%,1.11,398.07,Yes,3.25,Jul 21 BMO,41.00%,1.35M,386.29,2.10,-1.17%,2.31%,0.48%,"1,495,911",-2.96%,Industrials
WFC,S&P 500,28.02,0.88,0.13%,4.12B,-0.28%,100.61B,11.74,2.09,4.08%,4.11B,0.49%,3.93B,7.29,0.35,69.70%,0.80%,-22.58%,58.62B,1.72,-6.00%,-,0.71,-33.89%,38.56,0.64,18890.91%,0.20%,29.45,-48.51%,114.29,0.21,3.84%,2.40%,22.00 - 54.75,-54.42%,0.40,4.10,-0.20%,10.30%,-55.21%,1.10,1.63%,-,6.80%,-,11.45%,0.72,266300,-,-30.50%,49.70%,50.57,2.68% 2.97%,Yes,1.46,-150.40%,6.70%,0.92,24.57,Yes,1.46,Jul 14 BMO,229.90%,46.00M,24.52,3.00,0.08%,-1.78%,-30.85%,"42,227,613",-0.20%,Financial
SBUX,S&P 500,78.12,1.11,0.10%,1.17B,3.68%,99.20B,32.23,2.68,-5.85%,1.17B,14.12%,1.34B,28.85,0.29,70.90%,1.10%,5.28%,24.06B,4.12,-13.00%,0.12%,1.38,14.79%,-7.38,-,182.42%,5.20%,82.77,-9.50%,3.66,23.64,2.71%,-18.40%,50.02 - 97.21,-1.64%,1.64,-,16.60%,77.60%,-11.04%,0.80,1.90%,0.70,10.00%,22.30%,72.89%,1.77,346000,0.90,-38.10%,8.70%,69.25,2.54% 1.89%,Yes,-,-151.70%,5.60%,1.19,88.35,Yes,-,Jul 28 AMC,141.50%,9.26M,86.48,2.40,7.74%,12.39%,9.34%,"10,996,726",-2.12%,Consumer Discretionary
GILD,S&P 500,-,-0.24,0.41%,1.26B,0.55%,83.00B,9.40,7.01,-1.18%,1.25B,-4.48%,-257.00M,-,1.98,81.40%,1.51%,-14.12%,22.17B,3.74,1.10%,-1.16%,2.13,-17.84%,14.36,4.59,-0.10%,-0.40%,77.75,2.89%,15.02,4.39,1.40%,-1.20%,60.89 - 85.97,1.43%,2.72,16.04,-10.50%,9.50%,-23.33%,0.57,4.13%,2.20,-2.00%,78.60%,8.24%,1.43,11800,2.30,-9.50%,-4.30%,38.7,2.26% 1.70%,Yes,1.34,-280.70%,-1.20%,1.01,66.79,Yes,1.17,Jul 30 AMC,-,8.84M,65.91,2.50,-1.97%,-8.31%,-7.92%,"8,892,731",-1.32%,Healthcare
MMM,DJIA S&P500,18.85,8.82,0.18%,577.00M,1.36%,94.88B,18.48,9.00,-4.92%,574.96M,7.06%,5.13B,8.62,2.14,67.40%,1.16%,-0.66%,31.35B,3.03,-14.90%,-0.59%,2.45,8.24%,18.82,8.84,9.66%,11.50%,162.87,1.27%,7.83,21.25,2.19%,49.20%,114.04 - 182.54,-5.73%,5.88,37.49,0.90%,16.40%,-8.89%,0.98,3.54%,1.40,0.20%,47.90%,45.83%,3.21,96163,1.90,-12.20%,21.50%,58.77,2.46% 1.75%,Yes,1.91,15.50%,16.40%,1.27,169.51,Yes,1.78,Jul 28 BMO,65.40%,2.73M,166.31,3.20,1.70%,4.66%,5.45%,"3,471,841",-1.89%,Industrials
RTX,S&P 500,149.17,0.41,0.10%,1.50B,-0.07%,90.97B,15.79,3.85,0.03%,1.37B,1.38%,-1115.00M,-,0.50,76.40%,0.78%,-15.55%,64.47B,1.41,-13.70%,67.36%,1.14,-18.42%,44.78,1.36,34.76%,-1.10%,77.88,-22.43%,4.67,13.04,-13.25%,-3.40%,40.71 - 93.45,-31.10%,1.90,88.24,-0.70%,7.50%,-34.87%,1.34,3.12%,0.90,5.90%,23.40%,49.50%,1.77,243200,1.20,24.10%,2.90%,48.21,3.28% 2.73%,Yes,0.49,-286.90%,-2.50%,0.89,62.0,Yes,0.46,Jul 28 BMO,-,9.45M,60.86,2.10,-1.76%,-0.63%,-14.38%,"8,451,839",-1.84%,Industrials
BA,DJIA S&P500,-,-5.04,0.10%,566.40M,-3.12%,94.39B,42.48,3.97,0.21%,563.80M,-3.16%,-2848.00M,-,-2.10,53.50%,1.43%,-17.85%,69.26B,1.36,-106.30%,-14.29%,0.18,-35.66%,-20.6,-,142.80%,-2.00%,173.50,-53.16%,57.98,2.91,12.33%,33.40%,89.00 - 391.00,-48.19%,-,-,-16.60%,-1.90%,-56.84%,1.38,-,0.50,-1.30%,5.60%,89.63%,6.88,161100,1.40,-44.70%,-7.60%,45.02,3.63% 3.79%,Yes,-,19.50%,-4.10%,0.62,174.78,Yes,-,Jul 29 BMO,-,44.25M,168.77,2.90,-2.79%,-3.46%,-24.90%,"27,590,720",-3.44%,Industrials
SPGI,S&P 500,33.34,10.61,0.10%,240.90M,-2.83%,84.58B,30.61,11.56,-18.48%,240.73M,1.81%,2.59B,3.37,2.45,85.50%,0.89%,6.10%,7.15B,11.82,11.20%,-0.55%,2.28,30.48%,0.87,406.54,5.22%,24.00%,378.77,33.55%,-,-,9.89%,-,186.05 - 379.87,29.53%,2.68,31.39,58.40%,56.20%,-6.89%,1.03,0.76%,1.50,5.80%,73.20%,90.10%,8.8,22500,1.50,14.00%,52.10%,45.72,2.72% 2.12%,Yes,0.00,45.90%,36.20%,1.43,378.41,Yes,18.81,Jul 28 BMO,23.30%,941.78K,353.69,2.00,-1.35%,0.90%,18.01%,"1,350,343",-6.53%,Financial
CHTR,S&P 500,57.96,10.49,12.70%,205.78M,-1.01%,124.33B,31.47,19.32,-1.54%,142.89M,1.64%,2.26B,1.14,2.99,75.40%,5.64%,14.58%,46.65B,2.67,42.70%,2.29%,8.62,22.42%,142.66,4.26,51.73%,1.50%,630.23,44.08%,10.26,59.29,50.70%,7.30%,345.67 - 626.62,25.36%,-,21.51,43.10%,5.50%,-2.96%,1.07,-,0.50,38.10%,51.80%,75.92%,12.25,95100,0.50,3.10%,15.50%,59.25,2.04% 1.81%,Yes,2.67,161.30%,4.90%,1.08,622.45,Yes,2.65,Jul 31 BMO,0.00%,934.93K,608.1,2.20,-0.15%,6.32%,18.62%,"1,013,772",-2.31%,Communication Services
NOW,S&P 500,128.03,3.66,0.10%,191.32M,-2.44%,88.57B,85.82,5.46,-72.67%,189.61M,7.60%,728.30M,4.54,1.03,93.50%,2.71%,20.07%,3.95B,22.40,33.10%,-1.64%,2.98,47.79%,12.96,36.18,23.60%,12.40%,470.37,73.89%,12.40,37.81,28.21%,35.10%,213.99 - 501.82,66.07%,-,78.42,35.50%,21.30%,-6.57%,1.29,-,1.20,38.40%,78.00%,119.09%,15.82,11901,1.20,28.40%,5.00%,54.43,3.27% 3.10%,Yes,0.00,441.00%,18.40%,1.17,499.69,Yes,0.28,Jul 29 AMC,0.00%,1.73M,468.84,1.90,3.23%,7.68%,34.48%,"2,020,603",-6.17%,Information Technology
BLK,S&P 500,20.39,28.4,1.50%,153.73M,-2.67%,87.41B,17.72,32.68,-93.83%,147.47M,-0.52%,4.44B,2.67,7.64,87.40%,0.93%,4.06%,15.03B,5.82,6.90%,1.08%,2.07,28.58%,212.9,2.72,9.61%,2.80%,646.73,36.35%,36.21,15.99,7.65%,13.50%,323.98 - 609.69,15.20%,14.52,164.31,8.10%,11.10%,-5.01%,1.24,2.51%,-,5.60%,81.70%,78.75%,11.22,16300,-,3.50%,34.10%,45.93,2.56% 1.72%,Yes,0.22,22.30%,29.50%,1.1,608.0,Yes,0.22,Jul 17 BMO,48.30%,665.19K,579.12,1.90,-1.95%,0.87%,12.20%,"734,792",-4.75%,Financial
BDX,S&P 500,82.77,2.84,0.17%,289.87M,-4.67%,69.19B,18.28,12.86,-1.53%,289.12M,-17.07%,791.00M,12.93,2.54,87.60%,0.80%,-2.87%,16.92B,4.09,24.40%,4.75%,1.4,-1.70%,85.06,2.76,29.05%,1.50%,284.31,-9.06%,9.87,23.83,6.40%,3.60%,197.75 - 286.72,-13.57%,3.16,46.38,-8.90%,4.30%,-18.02%,0.87,1.34%,1.00,15.40%,45.40%,18.87%,7.03,70093,1.50,-11.40%,7.90%,31.01,2.95% 2.51%,Yes,0.78,-21.40%,4.70%,1.02,246.19,Yes,0.71,Aug 06 BMO,109.70%,1.66M,235.06,2.10,-7.67%,-9.06%,-7.56%,"1,686,390",-4.52%,Healthcare
